sampleID	stn	lat	lon	obstime	Salin	Temp	chla	Ptot	Ntot	PO4	pH	NH4	NO3	dist	stnDepth
15916	4	60.193	24.991	1968-06-19	4.22	19.4	NA	6.452	NA	1.226	8.9	10.714	0.286	329	2.5
15917	4	60.193	24.991	1968-06-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15918	4	60.193	24.991	1968-06-19	4.49	16.5	NA	5.161	NA	1.161	8.6	9.286	0.357	329	2.5
3873	68	60.136	24.86	1968-06-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4526	125	60.098	24.892	1968-06-24	5.66	13.1	NA	0.516	NA	NA	8	10	1.429	5727	28
5933	18	60.149	25.001	1968-06-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15919	4	60.193	24.991	1968-06-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
17321	87	60.193	24.848	1968-06-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
3874	68	60.136	24.86	1968-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3875	68	60.136	24.86	1968-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3877	68	60.136	24.86	1968-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3878	68	60.136	24.86	1968-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4527	125	60.098	24.892	1968-07-01	5.82	7.8	NA	NA	NA	NA	7.8	1.429	NA	5727	28
4528	125	60.098	24.892	1968-07-01	5.82	7.6	NA	NA	NA	NA	7.9	0.714	NA	5727	28
4529	125	60.098	24.892	1968-07-01	5.82	7.6	NA	NA	NA	NA	7.9	0.714	NA	5727	28
16963	75	60.158	24.831	1968-07-01	5.75	9.5	NA	1.774	NA	NA	7.9	1.429	NA	649	8
17322	87	60.193	24.848	1968-07-01	5.07	16.2	NA	14.516	NA	NA	8.6	1.429	NA	423	3.5
17323	87	60.193	24.848	1968-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17324	87	60.193	24.848	1968-07-01	5.07	16.2	NA	12.258	NA	NA	8.6	2.143	NA	423	3.5
2629	36	60.147	25.137	1968-07-03	5.61	12.1	NA	0.613	NA	0.548	7.75	0.714	1.429	2665	33
3354	114	60.082	25.125	1968-07-03	5.475	11.9	NA	0.452	NA	0.194	8.1	0.715	0.071	8515	47
5934	18	60.149	25.001	1968-07-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15920	4	60.193	24.991	1968-07-03	2.7	20	NA	5.484	NA	0.903	8.9	5	NA	329	2.5
15921	4	60.193	24.991	1968-07-03	4.78	13.1	NA	4.516	NA	1.839	8.2	2.143	2.143	329	2.5
17802	92	60.175	24.878	1968-07-08	5.52	16.9	NA	3.871	NA	3.097	8.3	9.286	1.071	1305	14.3
4164	107	60.113	24.768	1968-07-09	5.775	11.475	NA	0.911	NA	0.468	7.825	14.286	NA	1666	18
5441	122	60.058	24.706	1968-07-09	5.795	9.475	NA	0.927	NA	0.516	7.9	4.286	NA	5425	41
15922	4	60.193	24.991	1968-07-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
3879	68	60.136	24.86	1968-07-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3880	68	60.136	24.86	1968-07-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3882	68	60.136	24.86	1968-07-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3883	68	60.136	24.86	1968-07-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4530	125	60.098	24.892	1968-07-15	5.545	11.85	NA	0.613	NA	0.323	8.1	11.072	0.965	5727	28
4531	125	60.098	24.892	1968-07-15	5.54	11.9	NA	0.645	NA	0.323	8.1	12.857	0.929	5727	28
4532	125	60.098	24.892	1968-07-15	5.55	11.8	NA	0.581	NA	0.323	8.1	9.286	1	5727	28
4533	125	60.098	24.892	1968-07-15	5.55	11.8	NA	0.581	NA	0.323	8.1	9.286	1	5727	28
16964	75	60.158	24.831	1968-07-15	5.7	12.2	NA	1.484	NA	0.935	8.3	6.429	NA	649	8
17325	87	60.193	24.848	1968-07-15	5.1	16	NA	15.161	NA	10.968	8.8	8.571	0.143	423	3.5
17326	87	60.193	24.848	1968-07-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17327	87	60.193	24.848	1968-07-15	5.1	16	NA	18.71	NA	10.968	8.9	5.714	0	423	3.5
2630	36	60.147	25.137	1968-07-17	5.5	12.3	NA	0.661	NA	NA	8.15	5.714	1.214	2665	33
3355	114	60.082	25.125	1968-07-17	5.42	12.2	NA	0.597	NA	NA	7.85	2.5	NA	8515	47
5935	18	60.149	25.001	1968-07-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15923	4	60.193	24.991	1968-07-17	4.455	13.15	NA	3.226	NA	0.532	8.35	3.929	2.143	329	2.5
15924	4	60.193	24.991	1968-07-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
3884	68	60.136	24.86	1968-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4534	125	60.098	24.892	1968-07-22	5.41	13.5	NA	NA	NA	NA	8.2	7.857	0.571	5727	28
4535	125	60.098	24.892	1968-07-22	5.41	13.5	NA	NA	NA	NA	8.2	7.857	0.571	5727	28
17328	87	60.193	24.848	1968-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
3885	68	60.136	24.86	1968-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3886	68	60.136	24.86	1968-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3888	68	60.136	24.86	1968-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3889	68	60.136	24.86	1968-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4536	125	60.098	24.892	1968-07-29	5.455	15.6	NA	0.661	NA	0.162	8.5	8.214	0.25	5727	28
4537	125	60.098	24.892	1968-07-29	5.45	15.9	NA	0.677	NA	0.323	8.5	7.143	0.214	5727	28
4538	125	60.098	24.892	1968-07-29	5.46	15.3	NA	0.645	NA	0	8.5	9.286	0.286	5727	28
4539	125	60.098	24.892	1968-07-29	5.46	15.3	NA	0.645	NA	0	8.5	9.286	0.286	5727	28
16965	75	60.158	24.831	1968-07-29	5.48	17	NA	2.452	NA	0.613	8.7	5.714	0.357	649	8
17329	87	60.193	24.848	1968-07-29	5.01	19	NA	18.065	NA	10	9.5	6.429	0.143	423	3.5
17330	87	60.193	24.848	1968-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17331	87	60.193	24.848	1968-07-29	5.19	17.2	NA	16.129	NA	10.968	8.5	10.714	0.214	423	3.5
2631	36	60.147	25.137	1968-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	2665	33
3356	114	60.082	25.125	1968-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	8515	47
5936	18	60.149	25.001	1968-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15925	4	60.193	24.991	1968-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15926	4	60.193	24.991	1968-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15927	4	60.193	24.991	1968-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
3890	68	60.136	24.86	1968-08-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3891	68	60.136	24.86	1968-08-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3893	68	60.136	24.86	1968-08-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4540	125	60.098	24.892	1968-08-12	5.59	14.85	NA	0.645	NA	0.871	8.25	13.214	0.857	5727	28
4541	125	60.098	24.892	1968-08-12	5.59	15.2	NA	0.645	NA	NA	8.3	11.429	0.857	5727	28
4542	125	60.098	24.892	1968-08-12	5.59	14.5	NA	NA	NA	0.871	8.2	15	0.857	5727	28
4543	125	60.098	24.892	1968-08-12	5.59	14.5	NA	NA	NA	0.871	8.2	15	0.857	5727	28
16966	75	60.158	24.831	1968-08-12	5.55	16.2	NA	2.355	NA	0.968	8.3	10	1.429	649	8
17332	87	60.193	24.848	1968-08-12	5.16	18.5	NA	19.677	NA	11.613	9.4	5.714	1.143	423	3.5
17333	87	60.193	24.848	1968-08-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17334	87	60.193	24.848	1968-08-12	5.16	18.3	NA	18.71	NA	10.645	9.4	17.857	0.429	423	3.5
2632	36	60.147	25.137	1968-08-14	5.645	10.85	NA	0.823	NA	NA	7.5	1.786	1.429	2665	33
3357	114	60.082	25.125	1968-08-14	5.63	12.75	NA	0.742	NA	0	8.1	7.143	1.786	8515	47
5937	18	60.149	25.001	1968-08-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15928	4	60.193	24.991	1968-08-14	4.72	17.3	NA	13.548	NA	1.806	8	6.429	1.071	329	2.5
15929	4	60.193	24.991	1968-08-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15930	4	60.193	24.991	1968-08-14	5.03	16.4	NA	10	NA	2.194	8.4	2.857	1.429	329	2.5
3894	68	60.136	24.86	1968-08-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
17335	87	60.193	24.848	1968-08-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
4544	125	60.098	24.892	1968-08-20	5.66	13.9	NA	0.516	NA	NA	8.1	4.286	2.143	5727	28
3895	68	60.136	24.86	1968-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3896	68	60.136	24.86	1968-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3898	68	60.136	24.86	1968-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3899	68	60.136	24.86	1968-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4545	125	60.098	24.892	1968-08-26	5.27	17.7	NA	0.565	NA	0.387	8.4	0.714	2.5	5727	28
4546	125	60.098	24.892	1968-08-26	5.26	17.7	NA	0.516	NA	NA	8.4	0.714	2.857	5727	28
4547	125	60.098	24.892	1968-08-26	5.28	17.7	NA	0.613	NA	0.387	8.4	0.714	2.143	5727	28
4548	125	60.098	24.892	1968-08-26	5.28	17.7	NA	0.613	NA	0.387	8.4	0.714	2.143	5727	28
16967	75	60.158	24.831	1968-08-26	5.45	17.2	NA	3.161	NA	NA	8.7	0.714	2.143	649	8
17336	87	60.193	24.848	1968-08-26	4.94	19.9	NA	20.645	NA	11.613	9.7	3.571	0.071	423	3.5
17337	87	60.193	24.848	1968-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17338	87	60.193	24.848	1968-08-26	5.12	16.8	NA	19.355	NA	13.226	8.4	22.143	0	423	3.5
2633	36	60.147	25.137	1968-08-28	5.165	18.4	NA	0.677	NA	NA	8.2	1.071	2.143	2665	33
3358	114	60.082	25.125	1968-08-28	4.655	18.5	NA	0.629	NA	NA	8.45	1.429	2.143	8515	47
5938	18	60.149	25.001	1968-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15931	4	60.193	24.991	1968-08-28	4.22	18.6	NA	9.677	NA	3.226	9.2	3.571	0.857	329	2.5
15932	4	60.193	24.991	1968-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15933	4	60.193	24.991	1968-08-28	4.96	16.2	NA	9.355	NA	6.129	7.4	92.857	0.286	329	2.5
4165	107	60.113	24.768	1968-09-04	4.945	18.55	NA	0.992	NA	NA	8.2	NA	2.286	1666	18
5442	122	60.058	24.706	1968-09-04	4.815	18.475	NA	0.702	NA	0	8.3	NA	1.964	5425	41
17339	87	60.193	24.848	1968-09-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17803	92	60.175	24.878	1968-09-04	5.07	19.8	NA	6.129	NA	4.516	8.8	2.857	1.786	1305	14.3
17804	92	60.175	24.878	1968-09-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	1305	14.3
17805	92	60.175	24.878	1968-09-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	1305	14.3
17806	92	60.175	24.878	1968-09-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	1305	14.3
3900	68	60.136	24.86	1968-09-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3901	68	60.136	24.86	1968-09-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3903	68	60.136	24.86	1968-09-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3904	68	60.136	24.86	1968-09-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4549	125	60.098	24.892	1968-09-09	4.64	18.4	NA	0.484	NA	NA	7.8	NA	2.215	5727	28
4550	125	60.098	24.892	1968-09-09	4.63	18.3	NA	0.452	NA	NA	7.8	NA	2.643	5727	28
4551	125	60.098	24.892	1968-09-09	4.65	18.5	NA	0.516	NA	NA	7.8	NA	1.786	5727	28
4552	125	60.098	24.892	1968-09-09	4.65	18.5	NA	0.516	NA	NA	7.8	NA	1.786	5727	28
16968	75	60.158	24.831	1968-09-09	4.78	17.5	NA	1.452	NA	0	8	NA	1.429	649	8
17340	87	60.193	24.848	1968-09-09	4.9	17.3	NA	24.194	NA	17.097	8.4	9.286	1.214	423	3.5
17341	87	60.193	24.848	1968-09-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17342	87	60.193	24.848	1968-09-09	4.94	17.5	NA	22.581	NA	17.097	8.4	11.429	0.786	423	3.5
2634	36	60.147	25.137	1968-09-11	4.65	18.2	NA	2.452	NA	3.226	8.25	9.643	0.714	2665	33
3359	114	60.082	25.125	1968-09-11	4.62	17.3	NA	0.548	NA	NA	8.3	10.357	0.714	8515	47
5939	18	60.149	25.001	1968-09-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15934	4	60.193	24.991	1968-09-11	3.62	17.3	NA	10.323	NA	5.484	8.8	27.143	8.571	329	2.5
15935	4	60.193	24.991	1968-09-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15936	4	60.193	24.991	1968-09-11	3.71	17.6	NA	10	NA	5.484	8.7	32.857	7.143	329	2.5
3905	68	60.136	24.86	1968-09-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
17343	87	60.193	24.848	1968-09-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
4553	125	60.098	24.892	1968-09-18	4.83	15.6	NA	0.613	NA	NA	8.2	19.286	2.143	5727	28
3906	68	60.136	24.86	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3907	68	60.136	24.86	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3909	68	60.136	24.86	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3910	68	60.136	24.86	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4554	125	60.098	24.892	1968-09-23	4.93	13.6	NA	0.726	NA	NA	8.4	13.214	2.5	5727	28
4555	125	60.098	24.892	1968-09-23	4.92	13.6	NA	0.806	NA	NA	8.5	13.571	2.143	5727	28
4556	125	60.098	24.892	1968-09-23	4.94	13.6	NA	0.645	NA	NA	8.3	12.857	2.857	5727	28
4557	125	60.098	24.892	1968-09-23	4.94	13.6	NA	0.645	NA	NA	8.3	12.857	2.857	5727	28
15937	4	60.193	24.991	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
16969	75	60.158	24.831	1968-09-23	4.87	13.2	NA	2.452	NA	0.419	8.1	17.857	1.429	649	8
17344	87	60.193	24.848	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17345	87	60.193	24.848	1968-09-23	4.65	11.5	NA	24.516	NA	16.129	8.9	20.714	1.429	423	3.5
17346	87	60.193	24.848	1968-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17347	87	60.193	24.848	1968-09-23	4.72	11.4	NA	23.548	NA	15.161	8.8	18.571	0.714	423	3.5
2635	36	60.147	25.137	1968-09-25	4.76	13.6	NA	0.774	NA	0.339	8	12.143	1.429	2665	33
3360	114	60.082	25.125	1968-09-25	4.89	12.5	NA	0.387	NA	0	8.1	8.928	1.071	8515	47
5940	18	60.149	25.001	1968-09-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15938	4	60.193	24.991	1968-09-25	3.57	11.8	NA	10.968	NA	6.129	8.2	71.429	9.286	329	2.5
15939	4	60.193	24.991	1968-09-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15940	4	60.193	24.991	1968-09-25	3.57	12	NA	10	NA	6.452	8.2	71.429	7.857	329	2.5
4173	107	60.113	24.768	1969-06-02	4.6975	10	NA	0.774	NA	0.323	8.525	5.214	0.643	1666	18
4174	107	60.113	24.768	1969-06-02	4.69	10	NA	0.774	NA	0.323	8.6	5.214	0.643	1666	18
4175	107	60.113	24.768	1969-06-02	4.72	NA	NA	NA	NA	NA	8.3	NA	NA	1666	18
4176	107	60.113	24.768	1969-06-02	4.72	NA	NA	NA	NA	NA	8.3	NA	NA	1666	18
5446	122	60.058	24.706	1969-06-02	4.83	8	NA	0.774	NA	0.065	8.4	3.143	1.071	5425	41
5447	122	60.058	24.706	1969-06-02	4.83	8	NA	0.774	NA	0.065	8.4	3.143	1.071	5425	41
5448	122	60.058	24.706	1969-06-02	4.83	8	NA	0.774	NA	0.065	8.4	3.143	1.071	5425	41
5449	122	60.058	24.706	1969-06-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
5450	122	60.058	24.706	1969-06-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
5451	122	60.058	24.706	1969-06-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
18505	117	60.142	24.725	1969-06-02	4.6	11.9	NA	1.097	NA	0.548	8.3	4.429	1.071	561	3.5
18595	118	60.163	24.592	1969-06-02	2.72	14.1	NA	0.839	NA	0.161	8.3	4.571	1.786	90	13
18726	120	60.109	24.656	1969-06-02	4.2	11.6	NA	0.774	NA	0.226	8.4	4.143	1.786	518	9
16411	25	60.193	25.087	1969-06-03	4.35	10.9	NA	1.419	NA	0.323	8.6	2.286	1.786	331	5
17807	92	60.175	24.878	1969-06-03	4.43	12	NA	2.581	NA	1.613	8.9	1.357	1.786	1305	14.3
3942	68	60.136	24.86	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3943	68	60.136	24.86	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3945	68	60.136	24.86	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3946	68	60.136	24.86	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4585	125	60.098	24.892	1969-06-09	4.8	11.3	3.2	0.903	NA	0.226	8.6	2.5	0.714	5727	28
4586	125	60.098	24.892	1969-06-09	4.8	11.3	3.2	0.903	NA	0.226	8.6	2.5	0.714	5727	28
4588	125	60.098	24.892	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4589	125	60.098	24.892	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
16977	75	60.158	24.831	1969-06-09	4.58	13	3.5	2.032	NA	0.452	8.6	3.143	1.071	649	8
17367	87	60.193	24.848	1969-06-09	3.73	17.6	16	14.839	NA	1.387	9.3	2.5	0.643	423	3.5
17368	87	60.193	24.848	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17369	87	60.193	24.848	1969-06-09	4.06	13.1	NA	NA	NA	NA	8.8	NA	NA	423	3.5
19215	140	60.172	24.842	1969-06-09	4.02	15	17	10.323	NA	0.097	9	3.5	0.714	376	3.5
19216	140	60.172	24.842	1969-06-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	376	3.5
19217	140	60.172	24.842	1969-06-09	4.27	12.7	NA	NA	NA	NA	9	NA	NA	376	3.5
2652	36	60.147	25.137	1969-06-11	4.69	11.1	2.4	0.71	NA	0.355	8.3	10	0.214	2665	33
2653	36	60.147	25.137	1969-06-11	4.69	11.1	2.4	0.71	NA	0.355	8.3	10	0.214	2665	33
2654	36	60.147	25.137	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	2665	33
2655	36	60.147	25.137	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	2665	33
3371	114	60.082	25.125	1969-06-11	4.74	10.9	4.8	0.774	NA	0.032	8.7	5.714	0.714	8515	47
3372	114	60.082	25.125	1969-06-11	4.74	10.9	4.8	0.774	NA	0.032	8.7	5.714	0.714	8515	47
3373	114	60.082	25.125	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	8515	47
3374	114	60.082	25.125	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	8515	47
5956	18	60.149	25.001	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
5957	18	60.149	25.001	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
5958	18	60.149	25.001	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
5959	18	60.149	25.001	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15956	4	60.193	24.991	1969-06-11	3.33	15.8	52	10	NA	1.323	8.1	14.286	9.286	329	2.5
15957	4	60.193	24.991	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15958	4	60.193	24.991	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15959	4	60.193	24.991	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15960	4	60.193	24.991	1969-06-11	4.34	9.8	NA	NA	NA	NA	8.1	NA	NA	329	2.5
15961	4	60.193	24.991	1969-06-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
3947	68	60.136	24.86	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3948	68	60.136	24.86	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3949	68	60.136	24.86	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
3950	68	60.136	24.86	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4590	125	60.098	24.892	1969-06-23	4.81	16	0.7	0.839	NA	0.516	8.6	NA	0.714	5727	28
4591	125	60.098	24.892	1969-06-23	4.81	16	0.7	0.839	NA	0.516	8.6	NA	0.714	5727	28
4592	125	60.098	24.892	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4593	125	60.098	24.892	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
16978	75	60.158	24.831	1969-06-23	4.74	18.3	3.6	1.032	NA	0.903	8.5	6.071	0.643	649	8
16979	75	60.158	24.831	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	649	8
16980	75	60.158	24.831	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	649	8
16981	75	60.158	24.831	1969-06-23	4.78	15.2	NA	NA	NA	NA	8.6	NA	NA	649	8
17370	87	60.193	24.848	1969-06-23	4.04	20.6	19	5.161	NA	0.839	8.9	5.643	0.643	423	3.5
17371	87	60.193	24.848	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17372	87	60.193	24.848	1969-06-23	4.25	17.7	NA	NA	NA	NA	8.2	NA	NA	423	3.5
19218	140	60.172	24.842	1969-06-23	4.38	19.8	11	10	NA	0.839	8.8	4.429	0.643	376	3.5
19219	140	60.172	24.842	1969-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	376	3.5
19220	140	60.172	24.842	1969-06-23	4.49	18.7	NA	NA	NA	NA	8.7	NA	NA	376	3.5
2656	36	60.147	25.137	1969-06-25	4.76	NA	1.9	0.387	NA	0.226	8.3	2.857	0.643	2665	33
2657	36	60.147	25.137	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	2665	33
2658	36	60.147	25.137	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	2665	33
3375	114	60.082	25.125	1969-06-25	4.76	14.4	1.4	0.774	NA	0.323	8.5	2.857	0.643	8515	47
3376	114	60.082	25.125	1969-06-25	4.76	14.4	1.4	0.774	NA	0.323	8.5	2.857	0.643	8515	47
3377	114	60.082	25.125	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	8515	47
3378	114	60.082	25.125	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	8515	47
5960	18	60.149	25.001	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
5961	18	60.149	25.001	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
5962	18	60.149	25.001	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
5963	18	60.149	25.001	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
15962	4	60.193	24.991	1969-06-25	4	17.9	36	0.839	NA	0.645	8.3	1.5	1.143	329	2.5
15963	4	60.193	24.991	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15964	4	60.193	24.991	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15965	4	60.193	24.991	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
15966	4	60.193	24.991	1969-06-25	4.31	16.3	NA	NA	NA	NA	8.1	NA	NA	329	2.5
15967	4	60.193	24.991	1969-06-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
2659	36	60.147	25.137	1969-06-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	2665	33
17808	92	60.175	24.878	1969-06-30	4.65	19.2	NA	4.839	NA	4.839	9	4	0.071	1305	14.3
18506	117	60.142	24.725	1969-06-30	4.83	NA	NA	1.29	NA	0.258	8.5	3.786	0.286	561	3.5
18596	118	60.163	24.592	1969-06-30	4.27	NA	NA	0.839	NA	0.323	8.5	2.714	0.357	90	13
18727	120	60.109	24.656	1969-06-30	4.65	NA	NA	0.323	NA	0.323	7.7	3.714	0.214	518	9
4177	107	60.113	24.768	1969-07-01	4.8025	16.925	5.6	1.032	NA	0.387	8.525	3.429	0.5	1666	18
4178	107	60.113	24.768	1969-07-01	4.8	17	5.6	1.032	NA	0.387	8.5	3.429	0.5	1666	18
4179	107	60.113	24.768	1969-07-01	4.81	16.7	NA	NA	NA	NA	8.6	NA	NA	1666	18
4180	107	60.113	24.768	1969-07-01	4.81	16.7	NA	NA	NA	NA	8.6	NA	NA	1666	18
5452	122	60.058	24.706	1969-07-01	4.87	16	1.9	0.516	NA	0.097	8.6	2.643	0	5425	41
5453	122	60.058	24.706	1969-07-01	4.87	16	1.9	0.516	NA	0.097	8.6	2.643	0	5425	41
5454	122	60.058	24.706	1969-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
5455	122	60.058	24.706	1969-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
2660	36	60.147	25.137	1969-07-07	NA	NA	2.5	0.645	NA	0.323	8.2	3.5	0.714	2665	33
3379	114	60.082	25.125	1969-07-07	NA	NA	1.5	0.258	NA	0.097	8.1	7.857	0.643	8515	47
5964	18	60.149	25.001	1969-07-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
